customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,num_active_services,senior_citizen,churn_score,predicted_label
ref-1809,70,33.4115429824332,543.1312517741295,Month-to-month,No,Mailed check,6,0,0.2166975705408402,0
ref-1896,41,37.60446598176647,1490.8431563773738,Month-to-month,DSL,Mailed check,4,1,0.7202414418932843,1
ref-1176,23,44.8119283137685,1039.1286737171044,One year,Fiber optic,Mailed check,8,1,0.2216324370287708,0
ref-2424,25,34.69556850975878,531.2688732826425,One year,Fiber optic,Credit card (automatic),2,0,0.160693668110827,0
ref-258,12,78.55308935084047,886.5882857264696,Two year,DSL,Credit card (automatic),7,0,0.3544150164657559,0
ref-385,8,18.0,1584.7418140938933,Month-to-month,DSL,Bank transfer (automatic),8,0,0.0158359421035052,0
ref-1600,22,110.72730978985926,395.1510941523967,Month-to-month,Fiber optic,Bank transfer (automatic),6,0,0.1025359667850205,0
ref-1969,11,87.83889930514373,511.6728594394852,Month-to-month,Fiber optic,Electronic check,0,1,0.152861707293452,0
ref-2531,58,29.35706745051773,931.4171017861622,One year,Fiber optic,Mailed check,6,1,0.6099290954239706,1
ref-2022,48,97.98859448112978,472.7119347948977,Two year,Fiber optic,Credit card (automatic),0,0,0.5555766508837965,1
ref-1761,29,57.46768724925312,485.008216329801,Month-to-month,DSL,Credit card (automatic),7,1,0.2168932643266254,0
ref-250,13,38.5294886425978,1018.8679288116082,One year,DSL,Credit card (automatic),3,1,0.3294352275663663,0
ref-1488,8,84.40422164347947,1898.660117697937,Month-to-month,No,Bank transfer (automatic),8,0,0.191304487328899,0
ref-2436,46,24.025752892631434,729.4315995824849,Month-to-month,DSL,Bank transfer (automatic),8,1,0.2894188952262731,0
ref-2545,29,45.398694138741874,1348.8946052488134,Month-to-month,No,Credit card (automatic),3,1,0.0954516944481912,0
ref-2414,27,25.34988058395223,197.8843109317255,Two year,DSL,Credit card (automatic),0,1,0.3539814323047047,0
ref-1232,70,52.56277051046211,508.2503640417617,Month-to-month,DSL,Mailed check,5,0,0.096606792483139,0
ref-2566,58,37.10328802200874,2418.4725752757445,Month-to-month,Fiber optic,Bank transfer (automatic),0,1,0.282291633236534,0
ref-591,65,26.18474877388949,771.4123813851365,One year,Fiber optic,Mailed check,8,1,0.2138748986785601,0
ref-1915,37,37.90379472250231,767.6248741080769,Month-to-month,DSL,Credit card (automatic),3,0,0.3486717071719528,0
ref-568,46,61.759407752863815,1517.3834963071458,Month-to-month,DSL,Bank transfer (automatic),2,1,0.2431527909119288,0
ref-2404,28,19.5025461603791,498.1173050468056,Month-to-month,DSL,Credit card (automatic),5,0,0.1905184236471704,0
ref-2532,67,45.46972397973084,504.03551813026286,Month-to-month,DSL,Electronic check,8,1,0.4808137905460468,0
ref-1094,23,68.95282356175638,559.5130697414771,Month-to-month,Fiber optic,Mailed check,0,1,0.2270122223229552,0
ref-729,48,75.89795376696559,233.96957971606463,One year,DSL,Credit card (automatic),0,0,0.5745716803332271,1
ref-1938,70,18.0,237.933376093655,Two year,Fiber optic,Mailed check,7,0,0.4323336517140777,0
ref-2913,16,118.0,276.9622369797697,Two year,Fiber optic,Bank transfer (automatic),1,0,0.6006003581712723,1
ref-149,4,43.36789603043238,431.7679277202956,One year,Fiber optic,Bank transfer (automatic),1,0,0.0616277959328102,0
ref-78,41,31.24443210406858,219.9537960216623,Two year,No,Credit card (automatic),5,1,0.1551982308518101,0
ref-540,51,41.63034764862808,513.909873532599,Month-to-month,No,Credit card (automatic),7,0,0.4033341133778872,0
ref-392,26,45.62232843545751,5100.67364354757,Month-to-month,Fiber optic,Electronic check,6,1,0.1311467482598594,0
ref-2530,66,64.71964978138803,392.3643426425362,Month-to-month,Fiber optic,Mailed check,1,0,0.4621236150065534,0
ref-622,12,27.324809165531704,734.8823190987263,One year,DSL,Electronic check,4,1,0.3149327018944469,0
ref-746,38,41.52544128151971,152.984186207499,Month-to-month,Fiber optic,Mailed check,5,1,0.2362150451281091,0
ref-388,65,43.348406082866745,318.124601907299,Month-to-month,No,Credit card (automatic),0,0,0.0407812399075461,0
ref-825,6,67.88435180836295,971.9888655317844,Two year,DSL,Electronic check,0,0,0.1667768351555422,0
ref-1010,19,41.4042789450699,494.1579795727653,Month-to-month,DSL,Mailed check,1,1,0.2984053893682007,0
ref-414,1,28.82711255123589,234.83352622095305,One year,Fiber optic,Bank transfer (automatic),1,0,0.2783929290884507,0
ref-1294,69,104.31402110844272,277.99827029370954,Month-to-month,Fiber optic,Mailed check,1,0,0.2487489220999911,0
ref-809,72,41.54226117675391,313.21053688057793,Month-to-month,DSL,Mailed check,6,1,0.2912058729237266,0
ref-550,58,25.566293015789025,1452.3403636020123,One year,DSL,Mailed check,4,1,0.1123325605957652,0
ref-351,3,18.0,451.83467855210927,Month-to-month,Fiber optic,Credit card (automatic),5,1,0.3274992020759066,0
ref-2738,35,18.0,241.76616509375847,One year,Fiber optic,Credit card (automatic),2,1,0.4320342504723566,0
ref-404,36,64.97036777403021,278.55800821649984,Month-to-month,DSL,Mailed check,2,1,0.3946604896963153,0
ref-362,16,113.64018668164614,2892.058364705776,Two year,DSL,Bank transfer (automatic),7,1,0.4855670752511119,0
ref-2416,45,27.829405424229773,277.039486335831,Two year,Fiber optic,Mailed check,5,1,0.1860575954710931,0
ref-1432,12,51.60357203359982,4906.366779023104,Month-to-month,DSL,Electronic check,1,0,0.0501350198501028,0
ref-1982,3,56.734734627103904,2296.570178259148,Two year,DSL,Bank transfer (automatic),6,0,0.4047438357009947,0
ref-201,66,28.21683167410695,464.7002836392286,Month-to-month,DSL,Credit card (automatic),7,0,0.2123894036745807,0
ref-1017,36,61.99342124740738,1255.650822757543,Two year,Fiber optic,Mailed check,0,1,0.4080099578812616,0
ref-2495,14,18.0,638.2070235521486,Two year,DSL,Credit card (automatic),8,0,0.5462172894982639,1
ref-298,20,29.416912993901395,247.89871220319893,One year,No,Bank transfer (automatic),6,1,0.1978042289083978,0
ref-1333,58,40.05371554550738,2048.642864744787,One year,No,Credit card (automatic),2,0,0.1959783309980287,0
ref-1986,60,42.40208922559668,3367.494004746463,Month-to-month,No,Mailed check,2,0,0.1711927283646354,0
ref-2785,8,53.72220936014311,1060.6919934098178,One year,Fiber optic,Mailed check,3,1,0.4366367708107528,0
ref-1961,72,50.94766875695298,1262.556810486321,One year,No,Credit card (automatic),7,0,0.1113211348257323,0
ref-523,60,46.934936401664565,4449.469948788917,Month-to-month,Fiber optic,Mailed check,1,1,0.3121349096452905,0
ref-1845,45,74.40886485817937,5418.154910417182,Two year,DSL,Mailed check,2,0,0.2672783560711553,0
ref-547,43,28.034652740874115,1017.0732847691814,Two year,Fiber optic,Credit card (automatic),0,0,0.4397563320876089,0
ref-2629,2,85.86584790970493,637.690583132001,Month-to-month,No,Electronic check,2,1,0.4813759995238358,0
ref-905,51,118.0,4889.016406682684,One year,No,Credit card (automatic),6,1,0.4778619135356169,0
ref-2420,18,40.72289474027887,120.7718296183648,Month-to-month,Fiber optic,Credit card (automatic),3,0,0.1786068256913555,0
ref-682,70,118.0,409.6478827133204,Two year,No,Electronic check,0,1,0.36729363404494,0
ref-2543,27,118.0,540.3287827797435,Month-to-month,Fiber optic,Electronic check,6,0,0.2368520940486204,0
ref-1882,12,118.0,1239.2464202698516,Two year,Fiber optic,Electronic check,6,1,0.4509844443956874,0
ref-1564,40,49.2916258545918,174.79081431372788,Two year,Fiber optic,Credit card (automatic),3,0,0.4171521488544035,0
ref-267,25,39.74311489782253,230.9832515722774,Two year,Fiber optic,Bank transfer (automatic),8,0,0.6182567971013144,1
ref-612,57,18.0,4508.798730160062,One year,Fiber optic,Credit card (automatic),1,1,0.4964986378916933,0
ref-1166,1,118.0,994.5748817697486,One year,No,Electronic check,1,0,0.4710795730104228,0
ref-484,33,43.47535029038752,566.0999025043326,One year,DSL,Mailed check,5,1,0.5956672083455129,1
ref-2078,18,91.63886500725444,526.2173275600508,One year,DSL,Mailed check,3,0,0.5470775443327305,1
ref-623,30,60.0434718253918,533.3517842604363,Month-to-month,DSL,Mailed check,3,0,0.2289472038034447,0
ref-2142,70,23.719227085472266,1263.588097052636,Month-to-month,Fiber optic,Credit card (automatic),7,0,0.1767389602586345,0
ref-348,13,55.91407380244495,376.7409877865173,Month-to-month,No,Electronic check,8,1,0.3171982668161478,0
ref-150,62,64.90543976591685,733.3281341456759,Month-to-month,DSL,Electronic check,4,0,0.2368579287320856,0
ref-2592,38,69.37051512839209,1121.3936743855004,Month-to-month,DSL,Electronic check,1,0,0.1738569637771152,0
ref-2156,32,111.6039193003756,721.6427997138105,One year,DSL,Electronic check,4,0,0.3988631954909846,0
ref-1428,19,43.0207868520374,1631.4009742178516,One year,Fiber optic,Bank transfer (automatic),0,1,0.4380317262568576,0
ref-1623,1,39.9070316876323,221.1283228059528,Two year,DSL,Mailed check,5,1,0.1956111253522919,0
ref-2567,46,79.90403764730904,809.9554973327221,One year,Fiber optic,Mailed check,0,1,0.343339431008043,0
ref-1354,16,54.834756533889006,1438.0398022033633,Two year,Fiber optic,Mailed check,1,1,0.160756773951778,0
ref-889,19,85.59905207908693,645.5927706760516,Month-to-month,DSL,Mailed check,4,0,0.5940196945744464,1
ref-1429,57,44.72508274138713,525.9470834577087,Month-to-month,No,Electronic check,3,1,0.302516734938501,0
ref-37,60,27.383720747078502,77.29537926410738,Two year,No,Credit card (automatic),4,1,0.5600975927150736,1
ref-1374,64,73.40269681567256,558.3969659686442,Month-to-month,DSL,Bank transfer (automatic),8,0,0.4363172235067203,0
ref-1871,15,53.473833991427085,784.2184524128893,Month-to-month,DSL,Mailed check,6,1,0.425489269868876,0
ref-2010,36,21.602737282068507,1354.4492009846017,Month-to-month,DSL,Bank transfer (automatic),4,1,0.4157835731620525,0
ref-1780,3,106.50541447998128,2071.089028931914,Month-to-month,Fiber optic,Mailed check,6,0,0.1710012389273906,0
ref-372,29,27.927264636577902,224.19089084948536,Month-to-month,DSL,Credit card (automatic),3,1,0.1970575858129938,0
ref-1880,28,44.30502605129136,521.032844429758,One year,Fiber optic,Mailed check,3,1,0.1872054272261546,0
ref-90,31,21.322546838070103,1798.9448859896704,One year,Fiber optic,Bank transfer (automatic),2,1,0.0597117056693154,0
ref-945,8,20.31789897716771,2112.761286496624,Month-to-month,DSL,Bank transfer (automatic),1,1,0.4627353901367343,0
ref-430,6,100.95830453875206,1163.7118746803603,Month-to-month,DSL,Electronic check,7,1,0.4898757450291075,0
ref-1754,45,100.50286443590016,1423.8938559123387,One year,Fiber optic,Bank transfer (automatic),2,1,0.2116437656413251,0
ref-781,46,33.6631522698782,330.7082547710164,Month-to-month,DSL,Credit card (automatic),4,1,0.0303430575375588,0
ref-17,9,22.776225535275792,396.77732853315126,Two year,Fiber optic,Mailed check,5,0,0.2010998694202542,0
ref-286,11,38.62123200433604,1412.6350440078909,Month-to-month,Fiber optic,Mailed check,4,0,0.3888576514581148,0
ref-2467,49,23.264829544370087,528.477802758988,Two year,DSL,Credit card (automatic),3,0,0.3227844642369185,0
ref-2224,29,29.075524220778323,508.6533790886253,Month-to-month,No,Bank transfer (automatic),4,1,0.2998258446260382,0
ref-812,49,79.73948138227432,358.0535926644601,One year,No,Mailed check,3,1,0.1687071829604997,0
ref-1230,59,25.33791580885274,4069.46850541501,Two year,Fiber optic,Mailed check,2,1,0.2934722415833429,0
ref-366,34,91.49806502378836,423.0037568064887,One year,Fiber optic,Electronic check,8,1,0.2966775860429244,0
ref-1437,47,57.2352863101401,3547.4151669395646,Month-to-month,Fiber optic,Mailed check,5,1,0.2476644256687479,0
ref-815,61,18.0,105.0168827547714,One year,Fiber optic,Credit card (automatic),5,0,0.1403593715809192,0
ref-232,1,23.827266619171933,867.2416694343511,Two year,DSL,Credit card (automatic),1,0,0.3014691368717573,0
ref-482,18,26.134353360671724,510.5973359350664,One year,DSL,Bank transfer (automatic),3,0,0.2632258121322969,0
ref-1131,48,118.0,788.6627351231044,One year,DSL,Bank transfer (automatic),3,1,0.1007565137493983,0
ref-2413,43,26.386543598088505,580.4480418157439,Two year,Fiber optic,Bank transfer (automatic),2,0,0.7141403381421365,1
ref-162,29,86.23816804597352,711.5563164134062,Two year,DSL,Credit card (automatic),6,1,0.1176858828285198,0
ref-2088,22,34.587112893956565,39.085643176111006,Month-to-month,Fiber optic,Mailed check,1,0,0.285860711364568,0
ref-2083,48,69.59739342519823,1908.440310646179,Two year,Fiber optic,Bank transfer (automatic),7,0,0.1714650126103697,0
ref-1095,5,43.46591912728657,783.7948851815671,One year,Fiber optic,Credit card (automatic),7,0,0.5111042824949255,1
ref-818,48,39.33352954364916,428.3373086070736,One year,No,Electronic check,3,0,0.3411718417853449,0
ref-2512,70,62.85040308975539,206.7199779670376,Month-to-month,No,Electronic check,8,0,0.7113177940586506,1
ref-1215,8,67.98536130149465,400.1658185507764,Month-to-month,No,Electronic check,4,0,0.0673260963485507,0
ref-2106,55,83.96575814173184,2143.2237596238733,Month-to-month,Fiber optic,Electronic check,5,1,0.3000940294652799,0
ref-2832,21,32.47858962486618,548.2804791303829,Month-to-month,Fiber optic,Bank transfer (automatic),4,1,0.3388265792599093,0
ref-2944,60,51.966776092406654,8500.0,Month-to-month,DSL,Bank transfer (automatic),2,0,0.2538405399444473,0
ref-2979,34,30.64643792329425,2150.7294523792552,One year,Fiber optic,Bank transfer (automatic),3,0,0.3209545250989626,0
ref-2608,38,51.6040798107998,610.590987555923,One year,Fiber optic,Electronic check,2,1,0.2243483770563968,0
ref-2239,64,26.152342327922096,1719.3127101279265,Two year,No,Credit card (automatic),2,0,0.4443283561407438,0
ref-1574,10,105.1039827079094,491.92153588679815,Two year,Fiber optic,Electronic check,7,1,0.5697063986429575,1
ref-1123,17,66.94592103195808,231.6337975337748,Month-to-month,DSL,Credit card (automatic),8,0,0.1722724224564285,0
ref-2939,12,25.534800267591446,677.0539585728486,One year,No,Bank transfer (automatic),7,0,0.4088978310884533,0
ref-345,18,18.0,176.19737129794248,Two year,Fiber optic,Mailed check,4,1,0.4538196487721703,0
ref-435,9,38.51484068788904,607.7175717487555,One year,Fiber optic,Mailed check,7,0,0.5488474867965604,1
ref-737,24,55.06108744626935,206.07530250130665,Month-to-month,Fiber optic,Credit card (automatic),1,1,0.1149649633195565,0
ref-1204,47,42.37096798261546,1811.720079777125,Month-to-month,DSL,Mailed check,2,0,0.6072950956635161,1
ref-2924,30,84.21427875689659,1979.4485748963525,One year,DSL,Credit card (automatic),2,1,0.1919866462472808,0
ref-1319,28,29.76932941622901,365.3304421432536,Month-to-month,DSL,Mailed check,7,1,0.2269552774744967,0
ref-1824,56,35.0119876697959,881.6803932605151,One year,Fiber optic,Mailed check,4,1,0.0897618596953101,0
ref-804,53,72.71636321719964,248.47628664503551,Two year,No,Credit card (automatic),8,0,0.282627823715445,0
ref-2931,49,117.75032880222996,596.9773433190461,Month-to-month,No,Mailed check,3,1,0.4347781916385621,0
ref-1504,43,55.53403339012012,4481.154398453948,Month-to-month,DSL,Credit card (automatic),0,1,0.290580138264046,0
ref-2063,52,21.08660437738749,1222.1858213379755,One year,DSL,Bank transfer (automatic),6,1,0.2781121680688145,0
ref-1132,57,72.37746209678588,1693.7191372231534,Two year,Fiber optic,Credit card (automatic),5,1,0.0389132131604406,0
ref-557,63,36.73830451016086,399.2385672397363,One year,DSL,Bank transfer (automatic),4,1,0.1913171943321055,0
ref-580,6,94.97216357589784,668.8308169131188,One year,DSL,Mailed check,4,1,0.5417537112945546,1
ref-2335,39,49.26728909081674,4540.992239383461,Month-to-month,DSL,Electronic check,8,0,0.2940968573093096,0
ref-2836,70,46.67213360209616,531.1687208539992,One year,DSL,Bank transfer (automatic),3,0,0.4319509626595194,0
ref-2412,67,40.68734014269012,543.9535309493567,One year,Fiber optic,Credit card (automatic),5,1,0.3199954372596006,0
ref-524,23,34.06989109774642,157.78366291986833,Two year,DSL,Credit card (automatic),1,1,0.1959453993467597,0
ref-1568,66,32.96447665947735,1563.4857872138948,Month-to-month,Fiber optic,Credit card (automatic),1,0,0.3128034619731831,0
ref-697,43,33.593337631844534,1091.08872229838,Month-to-month,DSL,Mailed check,2,0,0.3339745878524684,0
ref-2263,37,94.32410743165124,164.53562148044043,Two year,DSL,Electronic check,8,0,0.0160025863443467,0
ref-1355,36,39.600694659837,440.0507438538722,Month-to-month,Fiber optic,Mailed check,5,0,0.3842408929608466,0
ref-2710,4,103.22501966189728,577.153926577161,Month-to-month,DSL,Credit card (automatic),6,0,0.3089378961523796,0
ref-2039,32,78.00821384278821,6184.460879326264,Month-to-month,Fiber optic,Mailed check,0,0,0.4698248558528667,0
ref-203,51,118.0,332.06829202077654,One year,Fiber optic,Mailed check,2,1,0.4456383777537633,0
ref-1391,38,118.0,1944.9844982349948,One year,Fiber optic,Mailed check,5,0,0.4448716658357485,0
ref-2731,38,89.40372255812527,227.6816150048065,Month-to-month,Fiber optic,Mailed check,1,1,0.6187187841257041,1
ref-2493,44,42.74967260698655,1348.0038484812387,Month-to-month,No,Electronic check,4,1,0.3346277123700205,0
ref-2211,56,74.88988429514947,1112.9664832741494,One year,DSL,Mailed check,6,0,0.1653275980384762,0
ref-283,35,24.851499692828497,615.0028930084517,One year,Fiber optic,Electronic check,1,0,0.2123612309628061,0
ref-236,48,41.28664578566564,1361.300456300006,Month-to-month,Fiber optic,Mailed check,4,1,0.1691348195327086,0
ref-1535,2,34.47115541766105,152.95480473908188,Month-to-month,No,Credit card (automatic),5,0,0.1662382752861949,0
ref-1038,31,39.29731673389727,1370.955279067851,Month-to-month,No,Bank transfer (automatic),3,1,0.2650062584123287,0
ref-1158,28,34.37267441303707,686.4779616946089,One year,Fiber optic,Bank transfer (automatic),2,1,0.3802137857501946,0
ref-1388,65,87.507067470374,1175.8045098536809,Month-to-month,DSL,Electronic check,8,0,0.4458643105757716,0
ref-2610,70,47.85825428878029,831.8190310787853,Two year,Fiber optic,Bank transfer (automatic),4,1,0.3265426293734681,0
ref-1946,11,83.57940343842495,430.54054510598615,Two year,Fiber optic,Bank transfer (automatic),1,0,0.0917821485970166,0
ref-2104,63,118.0,2348.5069735147404,Two year,No,Credit card (automatic),8,1,0.470504216519454,0
ref-659,21,86.79281871535841,1279.1949736689774,Month-to-month,Fiber optic,Credit card (automatic),4,0,0.2153529118850373,0
ref-814,56,58.91644099676019,343.3819111681901,Two year,Fiber optic,Bank transfer (automatic),7,0,0.1927508598777882,0
ref-2907,69,49.03333652700535,1056.6584712463991,Month-to-month,No,Electronic check,6,0,0.2430183782726028,0
ref-941,29,98.3088961445783,1382.2865258677275,Month-to-month,DSL,Credit card (automatic),8,0,0.0799524831084485,0
ref-318,68,27.858590432157857,619.278194216793,Month-to-month,Fiber optic,Mailed check,5,1,0.1259733442650717,0
ref-900,0,118.0,402.7723216562703,One year,Fiber optic,Mailed check,7,1,0.2202105239446199,0
ref-578,65,30.077616996004892,127.56144468069584,Month-to-month,DSL,Mailed check,0,1,0.2752179401586795,0
ref-165,59,107.68726941550302,980.9796167130552,One year,Fiber optic,Electronic check,1,1,0.5305551475747582,1
ref-2644,33,44.21182875774921,552.0413406988779,Month-to-month,Fiber optic,Bank transfer (automatic),6,0,0.3940961405975196,0
ref-2225,45,64.11411346137986,118.87217194839543,Two year,DSL,Electronic check,7,0,0.0562412213865935,0
ref-1372,32,97.7388170282937,814.2913131633701,One year,Fiber optic,Credit card (automatic),7,1,0.2453995318584634,0
ref-1146,38,30.09297979948404,535.8358031204416,Month-to-month,Fiber optic,Credit card (automatic),5,0,0.4043659254180821,0
ref-2200,26,55.08797898549594,4754.603772531709,Two year,Fiber optic,Credit card (automatic),3,1,0.0818793777230388,0
ref-1412,18,28.669406038930617,794.3476609215253,Month-to-month,Fiber optic,Bank transfer (automatic),1,0,0.2350006563730626,0
ref-572,20,81.10061372087648,2326.3215466455267,Month-to-month,Fiber optic,Electronic check,8,0,0.4597957329034808,0
ref-2502,54,74.45495288894993,533.5353971236724,Month-to-month,Fiber optic,Electronic check,2,0,0.1597241258646175,0
ref-1854,7,104.84392042187416,3869.584384720548,One year,Fiber optic,Electronic check,1,1,0.3153235622750632,0
ref-1602,60,118.0,777.0185658609682,One year,Fiber optic,Bank transfer (automatic),7,0,0.2713559761629675,0
ref-1007,36,118.0,2912.6209683189736,Month-to-month,Fiber optic,Credit card (automatic),1,0,0.457633680589433,0
ref-1403,23,118.0,1077.755050163532,Month-to-month,Fiber optic,Credit card (automatic),1,0,0.3613580488244395,0
ref-1757,44,112.72572944371056,343.2213614061177,Month-to-month,Fiber optic,Credit card (automatic),8,1,0.2481033224933022,0
ref-2679,27,65.57516043968168,1013.346300767744,Month-to-month,Fiber optic,Credit card (automatic),8,0,0.2592830064614786,0
ref-56,39,35.554760698802696,1493.8582600271588,One year,DSL,Mailed check,7,1,0.4184035298719444,0
ref-2092,58,101.52302954750674,513.720653855027,One year,DSL,Credit card (automatic),8,0,0.3820551010580673,0
ref-2491,19,118.0,4233.793312158421,One year,DSL,Mailed check,8,0,0.2720568213494351,0
ref-1195,46,38.41504092772585,559.7431478831109,Month-to-month,No,Electronic check,5,1,0.2057909616956411,0
ref-1350,4,37.31522438701348,4412.377021623679,Two year,DSL,Credit card (automatic),4,0,0.2255296451898568,0
ref-1965,54,68.38506732961513,2939.629680880764,One year,DSL,Bank transfer (automatic),3,1,0.5045780910923896,1
ref-1072,55,63.23191483711358,636.8596906732898,One year,Fiber optic,Mailed check,4,0,0.2535751984913162,0
ref-1755,23,72.22579570359329,498.42205581955216,One year,Fiber optic,Credit card (automatic),5,0,0.4632377425156908,0
ref-1096,60,18.0,850.8859420894971,Month-to-month,No,Bank transfer (automatic),6,1,0.1179691020125086,0
ref-2829,9,69.98692448201936,1903.074420991025,Month-to-month,Fiber optic,Mailed check,6,1,0.3918982942644652,0
ref-770,47,73.04305488532012,1584.265386091273,Two year,Fiber optic,Mailed check,1,0,0.0493218494045733,0
ref-1825,65,100.02897382183234,184.8071314682081,Month-to-month,DSL,Electronic check,6,0,0.405048932380635,0
ref-317,53,61.95449268766816,180.1910410459879,One year,Fiber optic,Bank transfer (automatic),2,0,0.3556671899289944,0
ref-494,21,62.12705597069609,2044.8957931033865,Month-to-month,DSL,Bank transfer (automatic),7,1,0.134717416489206,0
ref-2762,26,118.0,1184.2741219908955,One year,DSL,Bank transfer (automatic),7,0,0.1950513575454883,0
ref-998,70,18.07571496600714,1241.645896329548,Month-to-month,Fiber optic,Credit card (automatic),1,1,0.2045304384276302,0
ref-2261,72,82.91758266234737,2042.461687838707,One year,Fiber optic,Credit card (automatic),1,1,0.2517538848761344,0
ref-2403,40,118.0,717.8831491224674,One year,DSL,Mailed check,7,0,0.4276047255412193,0
ref-1514,18,58.64336017069403,2451.83520323986,Month-to-month,DSL,Mailed check,0,1,0.1462984212585884,0
ref-2778,28,52.078829606606895,4178.658875211497,One year,Fiber optic,Electronic check,0,1,0.3001449660595693,0
ref-1627,42,31.71471828658054,1354.8738801036463,One year,DSL,Mailed check,1,0,0.688648022814238,1
ref-2681,7,118.0,1544.857889163328,Month-to-month,DSL,Credit card (automatic),5,0,0.2779221957221513,0
ref-378,27,118.0,2209.276576359427,Month-to-month,DSL,Mailed check,8,1,0.1189650101064648,0
ref-85,51,47.370738422256814,679.3922465859705,Month-to-month,DSL,Mailed check,1,1,0.173894774166845,0
ref-1342,8,92.25593411959387,1340.8191697480972,Month-to-month,No,Mailed check,2,0,0.2316028682693892,0
ref-2776,38,61.7200360957436,3521.382363191774,Month-to-month,No,Credit card (automatic),1,0,0.1264602651379191,0
ref-541,4,36.61556317286144,493.0024330426911,Month-to-month,Fiber optic,Electronic check,3,0,0.0983180814051694,0
ref-74,50,118.0,660.0223637356219,Month-to-month,DSL,Mailed check,8,1,0.526541018246365,1
ref-4,31,98.8033929219236,1783.216522885084,Two year,Fiber optic,Credit card (automatic),3,1,0.4550016277763877,0
ref-215,19,20.71730757484901,2492.1722598776933,Month-to-month,Fiber optic,Electronic check,2,1,0.2222691421631636,0
ref-852,70,118.0,1087.8191610776655,One year,Fiber optic,Credit card (automatic),7,1,0.3754680810930808,0
ref-2018,52,108.06944844724536,385.9385684581994,Month-to-month,DSL,Electronic check,0,0,0.1971156862888934,0
ref-2486,17,118.0,4700.793221377156,Month-to-month,DSL,Bank transfer (automatic),5,0,0.1448641166296714,0
ref-91,58,35.35339715726581,337.8020209686592,Month-to-month,Fiber optic,Bank transfer (automatic),2,1,0.0490659946211855,0
ref-1153,66,43.14922221610857,2838.0051709064687,Month-to-month,DSL,Credit card (automatic),7,0,0.271594951852689,0
ref-249,3,49.48293684685048,1154.8529155975953,One year,No,Credit card (automatic),2,1,0.2644594780372492,0
ref-1164,37,39.2042501296146,409.56679650577104,Two year,No,Credit card (automatic),1,0,0.1609567873387331,0
ref-377,54,46.74823303551119,240.3295907993937,Month-to-month,Fiber optic,Bank transfer (automatic),2,1,0.4901251985337689,0
ref-1019,8,46.15285506218896,248.2270449141868,One year,Fiber optic,Credit card (automatic),5,1,0.2437843483007852,0
ref-1290,17,69.05460872712092,980.5728319620396,Month-to-month,No,Mailed check,3,1,0.1543928264673976,0
ref-1944,27,21.98993496522636,554.8957030722796,One year,Fiber optic,Bank transfer (automatic),7,1,0.3859949051431102,0
