customer_id,tenure,monthly_charges,total_charges,contract,internet_service,payment_method,num_active_services,senior_citizen,churn_score,predicted_label
ref-2719,11,34.0760156360796,716.0836442883996,Month-to-month,DSL,Electronic check,7.0,1,0.529701129952033,1
ref-314,17,106.87932651847396,524.7784255640427,Month-to-month,DSL,Electronic check,6.0,1,0.0595605031722676,0
ref-1455,4,118.0,910.47382653458,One year,Fiber optic,Electronic check,5.0,0,0.5563744513184589,1
ref-664,43,53.68799013250168,399.23177300722426,Two year,Fiber optic,Credit card (automatic),3.0,0,0.0881149156581259,0
ref-1001,53,24.831161315330764,566.1598634286936,Month-to-month,DSL,Mailed check,4.0,1,0.2708969253889434,0
ref-870,33,31.776700008478517,980.0717384787188,Two year,No,Mailed check,,0,0.066935870879043,0
ref-2725,45,68.75850070959277,1215.530664415165,Month-to-month,Fiber optic,Mailed check,4.0,0,0.3583335272241031,0
ref-493,44,36.87825639647238,107.55924052488317,Month-to-month,DSL,Credit card (automatic),7.0,0,0.4207819272416614,0
ref-1875,8,46.11683210090147,106.09143425119602,One year,Fiber optic,Bank transfer (automatic),,0,0.3596246485859999,0
ref-2657,19,97.9830607675919,,One year,No,Electronic check,4.0,1,0.1407530048253537,0
ref-1479,30,34.798184958000185,1225.447301086239,Two year,No,Bank transfer (automatic),5.0,0,0.1950989321510855,0
ref-2508,29,37.68142833346767,7312.763971810531,Month-to-month,No,Bank transfer (automatic),5.0,1,0.4363084590891518,0
ref-1590,53,99.23742731572128,319.73609252587767,Month-to-month,Fiber optic,Credit card (automatic),8.0,1,0.2164725373031408,0
ref-1385,17,29.16129543321052,1383.9692846638095,Two year,Fiber optic,Mailed check,,1,0.1317451141956427,0
ref-1997,72,31.00362227930088,867.3339189875853,Month-to-month,DSL,Electronic check,6.0,0,0.543465780598775,1
ref-2848,20,66.80306400382554,320.3883139104699,Two year,Fiber optic,Bank transfer (automatic),5.0,1,0.3440728887764275,0
ref-2869,15,18.864410356259636,2093.8182780418083,Month-to-month,No,Mailed check,7.0,1,0.7902255334987083,1
ref-1545,43,41.36715339352976,1147.3867043049445,Month-to-month,DSL,Mailed check,1.0,0,0.4364066058851729,0
ref-2956,7,114.61733861575615,529.4744010109341,Two year,Fiber optic,Bank transfer (automatic),3.0,1,0.4717345703594506,0
ref-505,33,73.04358524262568,754.3346143850817,One year,DSL,Mailed check,8.0,1,0.5111966092376092,1
ref-2503,7,41.5513328737185,1048.9872326360498,One year,DSL,Electronic check,5.0,0,0.1826404940922481,0
ref-1882,12,118.0,1239.2464202698516,Two year,Fiber optic,Electronic check,6.0,1,0.4509844443956874,0
ref-2378,72,45.09611701861875,2652.1744769907177,Month-to-month,DSL,Bank transfer (automatic),,1,0.2638458810035064,0
ref-87,22,33.71881347124236,2304.987157584193,Month-to-month,No,Mailed check,,1,0.6298900909277271,1
ref-315,48,65.24500701562931,1359.681569162896,Month-to-month,DSL,Bank transfer (automatic),2.0,1,0.4176953020812955,0
ref-1102,67,118.0,1040.4626106879114,One year,DSL,Electronic check,5.0,1,0.3907900940759591,0
ref-2334,40,22.5044759588944,709.9319116585111,Month-to-month,DSL,Bank transfer (automatic),6.0,1,0.2325822401270996,0
ref-2903,45,38.174852962141,,One year,DSL,Bank transfer (automatic),1.0,1,0.0492901407314394,0
ref-1727,41,35.37688314882224,710.5039472426314,Two year,DSL,Credit card (automatic),,0,0.5152662926198646,1
ref-1880,28,44.30502605129136,521.032844429758,One year,Fiber optic,Mailed check,3.0,1,0.1872054272261546,0
ref-2096,68,48.08989337795714,1246.5677800237174,One year,DSL,Credit card (automatic),5.0,1,0.1806521946272169,0
ref-2519,72,86.93298305582283,136.59831069751638,Two year,Fiber optic,Bank transfer (automatic),2.0,0,0.10095799679469,0
ref-1684,26,43.00572522662772,1725.5541972613391,One year,DSL,Credit card (automatic),8.0,1,0.0713317032394185,0
ref-1517,3,50.65172819681463,378.2263531989623,One year,Fiber optic,Credit card (automatic),7.0,0,0.3266850201485735,0
ref-2451,64,118.0,367.6369806515545,Two year,DSL,Credit card (automatic),5.0,1,0.4198050499862331,0
ref-1402,21,34.12258110633802,235.80521294434467,Two year,Fiber optic,Mailed check,1.0,0,0.4992805051949455,0
ref-2363,8,48.113779518148085,1918.1542225389192,Month-to-month,Fiber optic,Electronic check,5.0,0,0.2569301427095435,0
ref-1225,70,59.42419170981612,117.45762106864944,Two year,Fiber optic,Mailed check,,0,0.0735905138038985,0
ref-1673,55,37.55620061815622,152.9000405135368,Month-to-month,No,Credit card (automatic),6.0,0,0.5041264574104495,1
ref-459,7,22.65291203922592,1759.5130285723155,Month-to-month,DSL,Mailed check,2.0,0,0.3813967501543301,0
ref-1332,31,34.0735777660239,427.2945270959698,One year,DSL,Electronic check,6.0,1,0.3649068823713057,0
ref-1300,55,35.992869696213894,7414.879767251417,Month-to-month,DSL,Mailed check,4.0,0,0.2766588092941521,0
ref-1782,1,63.79820526694495,,One year,No,Bank transfer (automatic),,1,0.4291177821643971,0
ref-2357,16,60.94704231891959,629.5290710601247,Month-to-month,Fiber optic,Mailed check,1.0,1,0.3201458412902853,0
ref-64,29,42.32264874698733,1880.4259694135992,Month-to-month,No,Electronic check,0.0,0,0.283172221597171,0
ref-2439,4,66.19650092967994,154.44939004473582,Two year,Fiber optic,Electronic check,0.0,1,0.2574201840207822,0
ref-2182,44,51.7181401793055,,Month-to-month,Fiber optic,Credit card (automatic),3.0,1,0.1723140532840186,0
ref-1691,64,,298.43770579354447,One year,Fiber optic,Bank transfer (automatic),8.0,1,0.2648806030398495,0
ref-343,37,,1761.632716370951,Two year,No,Credit card (automatic),0.0,0,0.2519050046879913,0
ref-640,48,63.687941193144255,,Month-to-month,No,Credit card (automatic),5.0,0,0.6570492921406449,1
ref-1571,26,,3359.1228357064406,Two year,DSL,Bank transfer (automatic),4.0,0,0.3390879458360528,0
ref-2370,3,30.554316040946095,524.9980118077895,One year,Fiber optic,Credit card (automatic),7.0,0,0.2725598024271557,0
ref-2581,33,49.863983648555966,2101.115679312291,Month-to-month,Fiber optic,Bank transfer (automatic),4.0,0,0.8230468017353326,1
ref-2658,49,35.736575878869786,463.9895063859447,Two year,Fiber optic,Mailed check,7.0,1,0.2797470991855155,0
ref-208,19,64.66198820524781,4242.317482370768,Month-to-month,No,Credit card (automatic),,1,0.2492223541055172,0
ref-1444,10,42.71971596518169,,One year,Fiber optic,Credit card (automatic),6.0,1,0.2641234848869862,0
ref-1377,54,,307.760148304592,Month-to-month,DSL,Electronic check,0.0,0,0.4088938362359184,0
ref-2787,4,,1019.3797272747624,Month-to-month,Fiber optic,Credit card (automatic),0.0,1,0.1759949395172692,0
ref-983,47,85.09901875742013,,Two year,Fiber optic,Credit card (automatic),2.0,0,0.2972983903760328,0
ref-2454,60,18.0,130.36835054846802,Two year,DSL,Credit card (automatic),,1,0.0648988651424927,0
ref-1059,22,19.552753180472106,247.765372606591,Month-to-month,Fiber optic,Mailed check,,0,0.3603525343426946,0
ref-2057,53,52.66466047291592,275.07068304259826,Month-to-month,Fiber optic,Credit card (automatic),8.0,1,0.1173059486793106,0
ref-2811,20,28.513450024310583,1302.648759950945,Month-to-month,Fiber optic,Credit card (automatic),5.0,0,0.0895049024673437,0
ref-395,63,,2234.44668283532,Month-to-month,DSL,Bank transfer (automatic),1.0,1,0.646784640860607,1
ref-2099,18,33.25463293886511,563.5381783429325,One year,DSL,Bank transfer (automatic),5.0,1,0.0456903094824583,0
ref-702,12,118.0,,Month-to-month,Fiber optic,Credit card (automatic),1.0,1,0.4234459278540575,0
ref-417,8,118.0,1186.0671513935602,One year,DSL,Electronic check,0.0,1,0.1665468207874504,0
ref-769,27,,,Two year,Fiber optic,Mailed check,8.0,1,0.6191653261664158,1
ref-360,61,18.0,415.2994136441757,One year,No,Electronic check,8.0,1,0.3126046373375679,0
ref-528,66,33.65733150148324,405.62257858013055,Month-to-month,Fiber optic,Mailed check,0.0,0,0.2362478336643339,0
ref-2018,52,108.06944844724536,385.9385684581994,Month-to-month,DSL,Electronic check,0.0,0,0.1971156862888934,0
ref-206,55,62.45088807357188,2451.193021723476,One year,Fiber optic,Bank transfer (automatic),6.0,0,0.0942340475304722,0
ref-2185,21,22.502250972072314,,Month-to-month,Fiber optic,Mailed check,0.0,0,0.152973463725754,0
ref-473,34,118.0,1137.1739043244372,One year,Fiber optic,Mailed check,8.0,1,0.5210684273772749,1
ref-1303,65,93.0815872213358,4570.462833468322,Month-to-month,Fiber optic,Mailed check,6.0,0,0.2601240196853601,0
ref-728,35,118.0,742.6171067591347,One year,DSL,Electronic check,,0,0.1612375831883401,0
ref-1744,15,70.624650068803,624.5272628912664,One year,Fiber optic,Bank transfer (automatic),,0,0.3241190874050254,0
ref-992,14,75.5412226736325,3857.46868665292,One year,No,Credit card (automatic),3.0,0,0.0778625624235491,0
ref-677,6,90.72041707755808,1055.0570412516786,Two year,No,Credit card (automatic),,1,0.3031698948129201,0
ref-1917,35,46.17633551056439,1319.4292776343457,One year,No,Credit card (automatic),5.0,0,0.0963759728410173,0
ref-689,57,58.93395943605094,,One year,DSL,Bank transfer (automatic),6.0,0,0.215860234436427,0
ref-188,17,49.048367279238086,788.4147739471066,One year,DSL,Credit card (automatic),5.0,1,0.3210043196265082,0
ref-2506,33,30.058218825167963,2819.5813686909432,Month-to-month,Fiber optic,Mailed check,2.0,0,0.2759689021944303,0
ref-1721,54,22.224074422819815,1549.4810826194212,Two year,DSL,Credit card (automatic),,1,0.2554232009769622,0
ref-1174,0,108.21561665363124,659.4138761310747,Month-to-month,Fiber optic,Bank transfer (automatic),4.0,1,0.2747493681294754,0
ref-602,53,64.3101524578843,,Month-to-month,DSL,Bank transfer (automatic),6.0,0,0.3369694228673548,0
ref-189,22,,,Month-to-month,DSL,Bank transfer (automatic),,1,0.1600273340856496,0
ref-1390,22,49.74559048855544,,Two year,Fiber optic,Bank transfer (automatic),6.0,0,0.2625749804095119,0
ref-2142,70,23.719227085472266,1263.588097052636,Month-to-month,Fiber optic,Credit card (automatic),7.0,0,0.1767389602586345,0
ref-1648,71,,2452.8612734971102,Month-to-month,Fiber optic,Electronic check,4.0,1,0.1915544386796272,0
ref-1417,32,39.55466833740628,348.2610563926031,One year,Fiber optic,Credit card (automatic),8.0,1,0.3371123281035771,0
ref-2731,38,,227.6816150048065,Month-to-month,Fiber optic,Mailed check,1.0,1,0.6187187841257041,1
ref-2746,16,54.88868273574639,2416.089315630913,One year,Fiber optic,Bank transfer (automatic),0.0,1,0.4495157913493155,0
ref-1117,42,30.62249555299056,413.8521442623599,One year,DSL,Credit card (automatic),5.0,0,0.3007570943840706,0
ref-2436,46,24.025752892631434,729.4315995824849,Month-to-month,DSL,Bank transfer (automatic),8.0,1,0.2894188952262731,0
ref-517,4,62.20055328340569,1166.3818585950671,Month-to-month,No,Electronic check,5.0,0,0.4301646449127548,0
ref-1284,27,100.65577732613455,1119.5934403504853,One year,Fiber optic,Mailed check,6.0,0,0.2464507022515288,0
ref-384,2,24.87397186526304,637.0130698018501,One year,Fiber optic,Electronic check,0.0,1,0.2523388256501786,0
ref-1253,57,,8500.0,Month-to-month,No,Credit card (automatic),6.0,0,0.2946349309671632,0
ref-1425,59,65.50196488856719,3144.985845518076,Month-to-month,DSL,Electronic check,,1,0.389358262511815,0
ref-2721,48,,932.7208141541964,Month-to-month,DSL,Mailed check,,1,0.0752726173960821,0
ref-2289,30,,459.797745239258,Month-to-month,DSL,Credit card (automatic),3.0,1,0.3255081052173925,0
ref-1774,56,,568.7616322051807,Month-to-month,DSL,Electronic check,6.0,1,0.3678535784384468,0
ref-1828,44,42.79065821319514,716.4035565805447,Month-to-month,Fiber optic,Bank transfer (automatic),,1,0.1367706971484337,0
ref-2678,42,29.80004176975165,8500.0,Month-to-month,Fiber optic,Bank transfer (automatic),3.0,1,0.1029403292244015,0
ref-1250,17,52.96456643649978,1583.1658346334625,Month-to-month,DSL,Credit card (automatic),,0,0.1828578857381581,0
ref-1166,1,118.0,,One year,No,Electronic check,,0,0.4710795730104228,0
ref-2257,47,71.30491345988666,853.7220146446191,One year,No,Credit card (automatic),2.0,1,0.0688878905391223,0
ref-1068,24,104.52341966004988,529.706124566484,Month-to-month,No,Electronic check,3.0,1,0.4764476792959999,0
ref-43,25,66.56467073611493,1475.7825788799732,Month-to-month,No,Credit card (automatic),5.0,1,0.1155080586343078,0
ref-1767,34,52.58085024214533,1625.9025460899747,Two year,No,Electronic check,4.0,0,0.2144005467030461,0
ref-654,40,,3451.254528869441,One year,Fiber optic,Mailed check,5.0,0,0.3709698299527693,0
ref-1977,24,,1984.0026392135765,One year,Fiber optic,Electronic check,,1,0.2205005354553628,0
ref-495,30,29.526337222514236,5244.967149988424,Month-to-month,DSL,Mailed check,4.0,0,0.340602868492975,0
ref-451,67,74.13534615162996,,One year,Fiber optic,Mailed check,0.0,1,0.2082526610255494,0
ref-379,19,31.803765342467017,995.8414620646664,Month-to-month,Fiber optic,Credit card (automatic),0.0,0,0.2857992183747993,0
ref-2174,17,49.26087232424328,718.8412758439015,Two year,DSL,Credit card (automatic),,0,0.177315686036592,0
ref-2616,72,,1199.1287154948438,Month-to-month,DSL,Credit card (automatic),7.0,1,0.2507100292849709,0
ref-2997,25,46.493999246100834,374.2710634747318,Two year,DSL,Mailed check,5.0,1,0.498262079438356,0
ref-766,44,59.772931984528185,698.4927677566648,One year,No,Electronic check,4.0,1,0.2305034358165739,0
ref-1741,54,109.73819555486357,289.63870493037143,Two year,Fiber optic,Bank transfer (automatic),0.0,1,0.5357659843872772,1
ref-2877,68,41.15918679539361,,Month-to-month,DSL,Mailed check,8.0,1,0.2322299714646151,0
ref-1734,62,50.93334891652301,421.6919154167188,Month-to-month,Fiber optic,Bank transfer (automatic),1.0,1,0.3639463753638892,0
ref-1747,27,66.17281362698712,306.6319287402638,Month-to-month,DSL,Bank transfer (automatic),8.0,1,0.2422439740454264,0
ref-1392,71,118.0,1272.2799904629012,Month-to-month,Fiber optic,Bank transfer (automatic),0.0,1,0.4132674043778263,0
ref-1524,44,,55.7704122365045,Month-to-month,Fiber optic,Bank transfer (automatic),1.0,1,0.1807576240412693,0
ref-701,44,30.98886310210234,151.37910791940578,Month-to-month,DSL,Mailed check,6.0,1,0.0247010038060099,0
ref-1232,70,52.56277051046211,508.2503640417617,Month-to-month,DSL,Mailed check,,0,0.096606792483139,0
ref-2423,60,114.60251337927689,455.6212924637751,Month-to-month,Fiber optic,Electronic check,3.0,1,0.2438300663441266,0
ref-848,59,,2568.2780626046074,One year,Fiber optic,Mailed check,6.0,1,0.4146546505118186,0
ref-1520,63,51.736397018865766,314.07276403989226,One year,Fiber optic,Credit card (automatic),7.0,0,0.164210068018102,0
ref-2361,54,114.34127788506622,243.33718134724185,Two year,Fiber optic,Credit card (automatic),,0,0.2136985494568684,0
ref-2604,55,60.87720720725786,3226.015655508658,One year,Fiber optic,Mailed check,0.0,0,0.2011402415424654,0
ref-1438,23,32.53511567218688,1026.3551564479678,Month-to-month,No,Bank transfer (automatic),1.0,0,0.2651570954574222,0
ref-2705,20,,,Month-to-month,No,Mailed check,8.0,1,0.3338775421252474,0
ref-742,46,57.65517532583233,260.93381709422374,Month-to-month,DSL,Bank transfer (automatic),1.0,1,0.5310686065985902,1
ref-68,5,18.0,328.9283883309722,Month-to-month,Fiber optic,Electronic check,2.0,0,0.1656764016933304,0
ref-854,21,73.5284513748853,,Month-to-month,Fiber optic,Electronic check,5.0,0,0.0560953628765311,0
ref-2211,56,,1112.9664832741494,One year,DSL,Mailed check,6.0,0,0.1653275980384762,0
ref-2491,19,,,One year,DSL,Mailed check,,0,0.2720568213494351,0
ref-1419,34,69.25844598579283,2117.989712125081,One year,Fiber optic,Credit card (automatic),8.0,1,0.4741311597983556,0
ref-776,30,53.33221978252384,275.17824921416627,One year,Fiber optic,Bank transfer (automatic),8.0,0,0.2586911591524983,0
ref-237,31,118.0,605.5324620209236,One year,No,Bank transfer (automatic),1.0,1,0.3833962159637955,0
ref-1157,62,,600.2138769757838,Month-to-month,Fiber optic,Mailed check,8.0,1,0.1373240560329108,0
ref-637,21,33.69279518815667,6713.20073314059,One year,DSL,Credit card (automatic),7.0,1,0.3731104834785612,0
ref-154,31,36.34865067394529,383.4399723213195,Month-to-month,DSL,Bank transfer (automatic),,0,0.4750693114177951,0
ref-1476,35,,216.6826712329104,Two year,DSL,Credit card (automatic),4.0,1,0.3287720448476731,0
ref-2849,26,18.0,502.7395153306677,Two year,Fiber optic,Electronic check,,1,0.4265559869459121,0
ref-1755,23,72.22579570359329,,One year,Fiber optic,Credit card (automatic),5.0,0,0.4632377425156908,0
ref-2384,13,57.489334233317294,479.266870571468,One year,DSL,Credit card (automatic),1.0,0,0.3393725611101876,0
ref-1429,57,,525.9470834577087,Month-to-month,No,Electronic check,3.0,1,0.302516734938501,0
ref-2394,34,57.68030977511468,437.2111054786248,Month-to-month,No,Mailed check,0.0,0,0.103098916517785,0
ref-1293,0,,2097.487121890816,Two year,Fiber optic,Bank transfer (automatic),8.0,1,0.2169860342512317,0
ref-687,43,95.7692462912026,310.8738015375126,One year,Fiber optic,Electronic check,8.0,1,0.5334140998389517,1
ref-2650,64,76.34500604707239,249.14316582375784,One year,Fiber optic,Mailed check,8.0,0,0.2491132252913117,0
ref-1272,68,118.0,2619.5151109612343,Two year,No,Bank transfer (automatic),0.0,0,0.2290055601420479,0
ref-1907,11,46.06723697565167,243.65796860128944,Month-to-month,Fiber optic,Bank transfer (automatic),8.0,0,0.1249819505522993,0
ref-802,37,59.318609575797055,1093.497157198144,Month-to-month,Fiber optic,Bank transfer (automatic),,1,0.0938645396390255,0
ref-1613,50,86.69699897222027,888.9580901051222,Month-to-month,Fiber optic,Electronic check,5.0,1,0.5097132968537009,1
ref-1335,72,81.88894334874976,984.3981095016038,One year,DSL,Mailed check,,1,0.5897324877564605,1
ref-816,3,,752.4310800404319,One year,Fiber optic,Electronic check,8.0,1,0.1201843589705924,0
